customer_id	predicted_category	confidence_score
5835.0	T	0.5688888888888889
5851.0	T	0.5688888888888889
6031.0	T	0.5688888888888889
6204.0	T	0.5688888888888889
6245.0	T	0.5688888888888889
6340.0	T	0.5688888888888889
6424.0	T	0.5688888888888889
6451.0	T	0.5688888888888889
6460.0	T	0.5688888888888889
6501.0	T	0.5688888888888889
6516.0	T	0.5688888888888889
6525.0	T	0.5688888888888889
6657.0	T	0.5688888888888889
6659.0	T	0.5688888888888889
6766.0	T	0.5688888888888889
6877.0	T	0.5688888888888889
6904.0	T	0.5688888888888889
7162.0	T	0.5688888888888889
7449.0	T	0.5688888888888889
7510.0	T	0.5688888888888889
7516.0	T	0.5688888888888889
7524.0	T	0.5688888888888889
7550.0	T	0.5688888888888889
7555.0	T	0.5688888888888889
7576.0	T	0.5688888888888889
7640.0	T	0.5688888888888889
7694.0	T	0.5688888888888889
7810.0	T	0.5688888888888889
7977.0	T	0.5688888888888889
8002.0	T	0.5688888888888889
8017.0	T	0.5688888888888889
8149.0	T	0.5688888888888889
8160.0	T	0.5688888888888889
8322.0	T	0.5688888888888889
8356.0	T	0.5688888888888889
8376.0	T	0.5688888888888889
8429.0	T	0.5688888888888889
8500.0	T	0.5688888888888889
8515.0	T	0.5688888888888889
8557.0	T	0.5688888888888889
8589.0	T	0.5688888888888889
8789.0	T	0.5688888888888889
8790.0	T	0.5688888888888889
8800.0	T	0.5688888888888889
8825.0	T	0.5688888888888889
8861.0	T	0.5688888888888889
8979.0	T	0.5688888888888889
9015.0	T	0.5688888888888889
9285.0	T	0.5688888888888889
9314.0	T	0.5688888888888889
9524.0	T	0.5688888888888889
9644.0	T	0.5688888888888889
9705.0	T	0.5688888888888889
9806.0	T	0.5688888888888889
9832.0	T	0.5688888888888889
9906.0	T	0.5688888888888889
9944.0	T	0.5688888888888889
9965.0	T	0.5688888888888889
10022.0	T	0.5688888888888889
10081.0	T	0.5688888888888889
10122.0	T	0.5688888888888889
10267.0	T	0.5688888888888889
10312.0	T	0.5688888888888889
10389.0	T	0.5688888888888889
10452.0	T	0.5688888888888889
10474.0	T	0.5688888888888889
10579.0	T	0.5688888888888889
10882.0	T	0.5688888888888889
10904.0	T	0.5688888888888889
10965.0	T	0.5688888888888889
11106.0	T	0.5688888888888889
11169.0	T	0.5688888888888889
11202.0	T	0.5688888888888889
11232.0	T	0.5688888888888889
11265.0	T	0.5688888888888889
11330.0	T	0.5688888888888889
11354.0	T	0.5688888888888889
11372.0	T	0.5688888888888889
11456.0	T	0.5688888888888889
11631.0	T	0.5688888888888889
11807.0	T	0.5688888888888889
12016.0	T	0.5688888888888889
12200.0	T	0.5688888888888889
12306.0	T	0.5688888888888889
12384.0	T	0.5688888888888889
12386.0	T	0.5688888888888889
12396.0	T	0.5688888888888889
12500.0	T	0.5688888888888889
12536.0	T	0.5688888888888889
12671.0	T	0.5688888888888889
12762.0	T	0.5688888888888889
12822.0	T	0.5688888888888889
12880.0	T	0.5688888888888889
12939.0	T	0.5688888888888889
12969.0	T	0.5688888888888889
12975.0	T	0.5688888888888889
13147.0	T	0.5688888888888889
13179.0	T	0.5688888888888889
13181.0	T	0.5688888888888889
13469.0	T	0.5688888888888889
13497.0	T	0.5688888888888889
13572.0	T	0.5688888888888889
13616.0	T	0.5688888888888889
13681.0	T	0.5688888888888889
13866.0	T	0.5688888888888889
13911.0	T	0.5688888888888889
14045.0	T	0.5688888888888889
14160.0	T	0.5688888888888889
14244.0	T	0.5688888888888889
14289.0	T	0.5688888888888889
14330.0	T	0.5688888888888889
14340.0	T	0.5688888888888889
14549.0	T	0.5688888888888889
14580.0	T	0.5688888888888889
14611.0	T	0.5688888888888889
14654.0	T	0.5688888888888889
14984.0	T	0.5688888888888889
14999.0	T	0.5688888888888889
15284.0	T	0.5688888888888889
15296.0	T	0.5688888888888889
15372.0	T	0.5688888888888889
15391.0	T	0.5688888888888889
15461.0	T	0.5688888888888889
15526.0	T	0.5688888888888889
15644.0	T	0.5688888888888889
15664.0	T	0.5688888888888889
15734.0	T	1.0
15770.0	T	0.5688888888888889
15890.0	T	1.0
16034.0	T	0.5688888888888889
16119.0	T	0.5688888888888889
16126.0	T	0.5688888888888889
16136.0	T	0.5688888888888889
16144.0	T	0.5688888888888889
16159.0	T	0.5688888888888889
16250.0	T	0.5688888888888889
16256.0	T	0.5688888888888889
16369.0	T	0.5688888888888889
16977.0	T	0.5688888888888889
17024.0	T	0.5688888888888889
17069.0	T	0.5688888888888889
17090.0	T	0.5688888888888889
17132.0	T	0.5688888888888889
17286.0	T	0.5688888888888889
17406.0	T	0.5688888888888889
17480.0	T	0.5688888888888889
17524.0	T	0.5688888888888889
17939.0	T	0.5688888888888889
17945.0	T	0.5688888888888889
18147.0	T	0.5688888888888889
18184.0	T	0.5688888888888889
18270.0	T	0.5688888888888889
18329.0	T	0.5688888888888889
18619.0	T	0.5688888888888889
18700.0	T	0.5688888888888889
19050.0	T	0.5688888888888889
19265.0	T	0.5688888888888889
19406.0	T	0.5688888888888889
19695.0	T	0.5688888888888889
19726.0	T	0.5688888888888889
19745.0	T	0.5688888888888889
19915.0	T	0.5688888888888889
20017.0	T	0.5688888888888889
20054.0	T	0.5688888888888889
20112.0	T	0.5688888888888889
20175.0	T	0.5688888888888889
20280.0	T	0.5688888888888889
20634.0	T	0.5688888888888889
20679.0	T	0.5688888888888889
20757.0	T	0.5688888888888889
20764.0	T	0.5688888888888889
20801.0	T	0.5688888888888889
21510.0	T	0.5688888888888889
21515.0	T	0.5688888888888889
21685.0	T	0.5688888888888889
21741.0	T	0.5688888888888889
21742.0	T	0.5688888888888889
21865.0	T	0.5688888888888889
22132.0	T	0.5688888888888889
22372.0	T	0.5688888888888889
22421.0	T	0.5688888888888889
22426.0	T	0.5688888888888889
22511.0	T	0.5688888888888889
22525.0	T	0.5688888888888889
22706.0	T	0.5688888888888889
22799.0	T	0.5688888888888889
22811.0	T	0.5688888888888889
23084.0	T	0.5688888888888889
23151.0	T	0.5688888888888889
23502.0	T	0.5688888888888889
23734.0	T	0.5688888888888889
23909.0	T	0.5688888888888889
24129.0	T	0.5688888888888889
24266.0	T	0.5688888888888889
24301.0	T	0.5688888888888889
24324.0	T	0.5688888888888889
24371.0	T	0.5688888888888889
24516.0	T	0.5688888888888889
24741.0	T	0.5688888888888889
25016.0	T	0.5688888888888889
25026.0	T	0.5688888888888889
25126.0	T	0.5688888888888889
25170.0	T	0.5688888888888889
25199.0	T	0.5688888888888889
25324.0	T	0.5688888888888889
25547.0	T	0.5688888888888889
25631.0	T	0.5688888888888889
25687.0	T	0.5688888888888889
25842.0	T	0.5688888888888889
25864.0	T	0.5688888888888889
25942.0	T	0.5688888888888889
